text,label,nb_label
Can you help me with the groceries later?,Ham,Ham
J&T DELIVERY!TN: 940597473523 Rider:Jajan Silongan639600020834. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!,Ham,Ham
1000% Luck bonus on ‚Ç±1000 balance. Register: bet21.tw/1t5U,General Spam,Spam
Metrobank: Your account is detected suspicious login. Please verify identity now to avoid deactivation: bit.ly/update-ph-2025,Bank Scam,Spam
J&T Express: Failed delivery attempt. Package held. Pay fee at bit.ly/ph-26665,Phishing,Spam
MA'AM/SIR! AUB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-995845,Bank Scam,Spam
Use 972534 for two-factor authentication on Facebook.,Ham,Ham
You've got a PHP 10.00 Load Voucher! Use it on your next TNT promo purchase. Min. spend PHP50.00. Go to your Voucher Pocket to view your voucher.,Ham,Ham
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon: https://smartnr.qpon/rewards",General Spam,Spam
1/2 16-Sep 07:41: P5 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BIG40BUPD0. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
"#BDOStopScam: Scam texts and emails create panic by using alarming, false info to convince you to click a link. Don't click links. BDO will NEVER send links.",Ham,Ham
"Anticipate delivery of your package today. Prepare 1,373.00 payment. Click this for authorized person if you are not around.",Ham,Ham
"Did you request to SEND MONEY to PR*****S JA*E T.'s GCash number, 09691865945 with amount of PHP 170.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 294886.",Ham,Ham
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-438525,Phishing,Spam
"I-level up ko ang system para sa consistent na panalo sa super ace. mssage ka ng code ""0551"" huwag mo ishare to sa iba ha! M3ssage or 4DD mo ako sa F.B Arkiesha Cali (AC) Naka blue two piece background dahon",Gambling,Spam
Ur the lucky winner of NMAX Motorcycle from SM Supermalls. Valid for 24hrs. Pls call 09632073252.,Phishing,Spam
wait lang guys ha,Ham,Ham
"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 08/01/2023. #BestTimeWithGlobe If you've already claimed your freebie, please disregard this message. REF#: FGRT1",Ham,Ham
WINNER! Chosen ur cell # for P100k Petron anniversary. Claim now: 09776623343,Phishing,Spam
SHOPEE-Alert: Unauthorized login from Chrome. Secure your acct: shopee-security-check.ph,General Spam,Spam
"WELCOME! REGISTER TO UNLOCK YOUR P15 BONUS INSTANTLY!   Start your spins on PAGCOR-certified platforms plus WEEKLY REBATE NA UP TO P1,000. free.bee.ph/START15",Gambling,Spam
Your order #72765 delivery failed. Update address to avoid return: bit.ly/secure-ph-179407,Phishing,Spam
"phluck.tv/AU3 100% deposit bonus, para sayo na! I-activate at simulan ang iyong winning streak.",General Spam,Spam
"It's not too late to claim your FREEBIE of unli calls and texts to Globe/TM, valid for 5 days. Simply load a total of P90 by 03/19/2024. If you've already claimed your freebie, please disregard this message. REF#: FGRN16",Ham,Ham
Hiring: TikTok Shop Part-time/Homebase. Earn 2k-5k daily using phone. Msg us: 09951234567,General Spam,Spam
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,Ham,Ham
Globe/Smart: Redeem your unclaimed Galaxy S24 now. Click to claim: bit.ly/secure-ph-863217,General Spam,Spam
777PUB: 200% bonus! Register na & get free credits. Laro na: bit.ly/ph-91058,Gambling,Spam
9944 is your One-Time PIN. Enter this PIN in the Gigalife App. Please don't share your PIN,Ham,Ham
Good day! Ur resume is qualified for Work-from-home job. 5k daily. Apply: bit.ly/ph-33779,General Spam,Spam
Withdraw your winnings in 2 mins! Join 999BET now and get 134 free: bit.ly/secure-ph-641316,Gambling,Spam
Dont miss your FRIDAY Bonus 6888 With New Member 153% Deposit Bonus! Get Free 777p&177p. More Promotion Event & Favor Slot Games at GoJackpot11.icu,Gambling,Spam
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,General Spam,Spam
#BDOStopScam: NEVER log into your BDO account through a link. Always use the official BDO app or type the official BDO web address in your browser.,Bank Scam,Spam
Ang iyong One-Time PIN ay 758240. Huwag itong ishare kahit kanino.,Ham,Ham
"EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES   Deposit and claim EXTRA 1000P     TRY NOW : EpicWplay.com",Gambling,Spam
When are you going to ride your bike?,Ham,Ham
Maubos na ung bigas bili ka mamaya,Ham,Ham
"<REAL NAME>, Get 100% DEPOSIT BONUS on Jackpot City! Register now and get FREE MONEY! jackpotcityph10.com",Gambling,Spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",Ham,Ham
"You have P1,777 available to claim (valid for 3 days)! Tap to obtain it at no cost and cash out! Website official: https://cutt.ly/Kr00mJpR",Gambling,Spam
Good night guys tulog na ko,Ham,Ham
"J&T: Address incorrect, package #99827 returned to hub. Re-verify address here: jt-express-help.com",General Spam,Spam
"1/3 This is a public service advisory from the National Telecommunications Commission, Telecommunications Connectivity, Inc. and SMART.",Ham,Ham
"Did you request to SEND MONEY to PR*****S JA*E T.'s GCash number, 09691865945 with amount of PHP 170.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 851813.",Ham,Ham
GCASH-LUCKY: Lucky user alert! You won P500 credits: bit.ly/gc-luck-day-win,"Bank Scam, Gambling",Spam
Your #BDO Account is under review Please make sure you have completed verification process here gg.gg/online-bdo-com to avoid Deactivation.,Bank Scam,Spam
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,Ham,Ham
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-388276,Phishing,Spam
Withdraw your winnings in 2 mins! Join P0BWC now and get 810 free: bit.ly/secure-ph-771743,General Spam,Spam
Good day! Im recruiter from TikTok Shop. Your resume is qualified for 5k/day job. Click to apply: bit.ly/gcash-verify-me,Bank Scam,Spam
"Down for some freebies, Fam? Complete your SIM registration now by uploading your valid ID in the NEW GOMO PH app and get 1GB No Expiry Data for FREE! Valid until April 26, 2023, for existing GOMO users only. Register now at https://www.gomo.ph/",Ham,Ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,Ham,Ham
"RCBC Alert! Someone tried to access your wallet from China. If not you, block: bit.ly/secure-ph-225669",Bank Scam,Spam
"It's been 2 months since you borrowed a loan and you still have an unpaid amount of Php12. Pay your loan now by buying regular load to use the service again. You'll receive a confirmation message once payment is successful. If already paid, please disregard this message. Thank you. REF#: FGLR4",Ham,Ham
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,General Spam,Spam
BOSS! Swerte mo today. Panalo na sa JILI777. Free 879 credits: bit.ly/secure-ph-713269,Gambling,Spam
PH-BET Sign up today! Get 392 bonus for new players. Link: bit.ly/ph-14844,Gambling,Spam
"***CONDO/S FOR SALE***      *by Shangri-La/Ayala*      -25-72sq in Makati   -81-250sq in Wack2/Ortigas   -Resale Units save up to 8M   -Good for Investment,Rentals,Selling,End Use      W/ PROMOTERMS & NO DP   This is the RIGHT time to Invest      Reply with name & email for more cmplte infos",General Spam,Spam
FLASH-DELIVERY: Package ID-4421 is waiting for your confirmation. Update here: flash-confirm-ph.com,General Spam,Spam
"775453 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,Ham
Your PSBank credit card has been used for 1 Million. Report if unauthorized: bit.ly/secure-ph-683966,Bank Scam,Spam
Part-time homebase job! Earn money using your phone. Msg: bit.ly/ph-38261,General Spam,Spam
Easy money! Like and follow for Zalora and get 808 daily. Apply now: wa.me/639801370122,Phishing,Spam
"February Welcome, come to JILIVIP to play slot and win big prizes. Deposit 177 and get 354: jl77.tv",Gambling,Spam
"Mag-shopping spree ka na with GGives installments dahil free ang last installment mo! Promo is available for 12 month installments at select stores. T&Cs apply. To learn more, login to GCash > tap Borrow > GGives > View More on our Special Offers.",Ham,Ham
"Your One-Time Password (OTP) is 319684, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.216388",Ham,Ham
Jos ask if u wana meet up?,Ham,Ham
Work from home! Amazon PH online tasks. P308 per order. Msg us: wa.me/639696369142,Phishing,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-225680,Phishing,Spam
"C0NGRATS! Napili ur # for P100k from Petron. To claim, call Atty. Torres 09523755992.",Phishing,Spam
Ano number mo ulit,Ham,Ham
Verify your Maya Bank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-201796,Bank Scam,Spam
Wag ka bibili dun peke yan,Ham,Ham
"1/2 ADVISORY: GigaPoints will be temporarily unavailable from Dec 5-7 due to maintenance. Inquiry, Redemptions and PasaPoints will be inaccessible at this time.",Ham,Ham
Claim your FREEBIE of 350MB for surfing valid for 3 days now! Simply load a total of P50 before 04/06/2024. REF#: FGRN12,Ham,Ham
Jackpot winner of P300k in MCW! Be next. Register: bit.ly/ph-14081,"Gambling, Phishing",Spam
Have you got Xmas radio times. If not i will get it now,Ham,Ham
Your order #20255 delivery failed. Update address to avoid return: bit.ly/secure-ph-131623,Phishing,Spam
Wag mo kalimutan mag sampay ha,Ham,Ham
Your order #74856 delivery failed. Update address to avoid return: bit.ly/secure-ph-306544,Phishing,Spam
"Your One-Time Password (OTP) is 437316, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.527427",Ham,Ham
"I found a BUG here at sa1y7n7lbc.uk , deposit 500P and win 10K. You can win money on every bet.",General Spam,Spam
J&T Express: Failed delivery attempt. Package held. Pay fee at bit.ly/ph-70617,Phishing,Spam
"Winner! Chosen mobile # for 250,000 PHP Coca-Cola lucky draw. Claim at 09282290536.",Phishing,Spam
Laro na sa OKBET! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-638541,Gambling,Spam
Verify your BDO mobile number to avoid account deletion. Update here: bit.ly/secure-ph-464113,Bank Scam,Spam
Meron ka nang 30MB INTERNET. Babawasan ka ng P8 sa next reload mo. Thank you. LOAN ID: 24744327836 Ref: <881011656049>,Ham,Ham
"Good day I'm Ms.Ivie from multi banking personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES .  Thank you.",General Spam,Spam
"Cheers to 2024, Fam! We hope your holidays are merry and bright. We've reached UNSTPPBL heights this year and we couldn't have done it without you. Thanks for being part of the ride and stay tuned for even 'MO good stuff in 2025!",Ham,Ham
Gumawa ako bagong account i add kita,Ham,Ham
BOSS! 999BET na pinaka-trusted. Malambot slots today. Pasok: bit.ly/ph-34800,Gambling,Spam
Good day! Ur resume is qualified for TikTok Shop job. 5k daily. Apply: bit.ly/ph-42814,General Spam,Spam
"Upon review of a previous transaction, we have now credited P155.00 to your account.Your new balance is P182.00. Ref. No. 0003774742826.",Ham,Ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",Gambling,Spam
951 611 is your Instagram code. Don't share it.,Ham,Ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,General Spam,Spam
"Hi <NAME>., kamusta ka na? Win big with SBet's unlimited REBATE up to 1.5%. Play now! sbetdito11.com",General Spam,Spam
bonuspx.tv/zJUhr1d Claim your 100% bonus and double your fun and chances of winning. Deposit with us today.,Phishing,Spam
"BDO Alert: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://sprl.in/BDOVerification",Bank Scam,Spam
New appliances & gadgets kahit walang credit card! Activate your GGives para ready ka na mag shopping. Tap Borrow > GGives on your GCash app to learn more. Your GGives eligibility is subject to regular review. Check your GGives dashboard before use to ensure eligibility.,Ham,Ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 525451. If you DID NOT make this request, please ignore this message.",Ham,Ham
"<REAL NAME>, Level up with GCash on U B E T: Get 100% Bonus up to P2000 + 3% bonus! Visit uninowph0.com",Bank Scam,Spam
Bili mo ko biogesic dyan,Ham,Ham
Withdraw your winnings in 2 mins! Join PH-BET now and get 356 free: bit.ly/secure-ph-205479,Gambling,Spam
Part-time homebase job! Earn money using your phone. Msg: bit.ly/ph-70943,General Spam,Spam
"URGENT ACTION REQUIRED: Your account needs attention! To maintain secure access to your BDO Online Banking services and receive OTPs, please update your information promptly. Visit Online-App.ltd!SecureBDO to complete this important step.",Bank Scam,Spam
"Lalaban na ang Team USA & Puerto Rico sa Olympics Men's Basketball! Stream LIVE sa Smart LiveStream App on Aug 3, 11:15PM local time. Learn more: https://smart.com.ph/Pages/Olympics",Ham,Ham
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,Ham,Ham
"Hi, I'm recruiter for Lazada. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-595951",General Spam,Spam
"MAYA Alert! Someone tried to access your wallet from Davao. If not you, block: bit.ly/secure-ph-270880",Bank Scam,Spam
"Nanalo ng Jackp0t! Nanalo ka ng Prize na P64,347! I-download na para makakuha ng P57 nang libre. Makakuha ng 128 libre para sa 1st Deposit. gghnm.dhaui.ca",Gambling,Spam
1/2 18-Jul 21:35: P30 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BGI5RQMMDF. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
Good Vibes Ahead! Get a Php4000 e-gift when you apply and get approved for a UnionBank U Visa Platinum! No Annual Fees for Life No Overlimit Fees No Late Payment Fees Apply now: https://bit.ly/3ykjyJx No msgs? Text STOP to 225687,Bank Scam,Spam
#BDOAntiScam: Sharing your One-time PIN (OTP) can lead to fraud and financial loss. Avoid being scammed. Don't share your OTP. BDO will NEVER ask for it.,Ham,Ham
Part-time homebase job! Earn money using your phone. Msg: bit.ly/ph-95698,General Spam,Spam
"To Activate SPayLater, enter verification code: 203407. Valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",Ham,Ham
1/2 01-Nov 23:06: P60 loaded to 09129094503 from XXXXXXXX8660 for 1 year. Ref:BK134OO36R. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
14/05 11:53: P50.00 loaded to 09123299877 from 09219714870 for 1 year. Ref:8EE5IEYXMJ !!Use *123# to get FREE GIGA STORIES OR GAMES or smrt.ph/GigaLifeApp!!,Ham,Ham
Don't click links in messages and emails to download any BDO app. Go to the App Store or Google Play Store to download the new BDO Online app. #BDOStopScam,Ham,Ham
Part-time Job hiring! Zalora is looking for staff. Earn 2k-5k daily. Apply: bit.ly/secure-ph-868543,Phishing,Spam
"<#> 372886 is your GRAB verification code. It expires in 2 minutes. Do not share it with anyone, including GRAB. H9CMNjtZ1r6",Ham,Ham
Verify your PNB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-272188,Bank Scam,Spam
WINNER! Chosen ur cell # for Toyota Vios Shopee Raffle anniversary promo. Call now: 09151112222,Phishing,Spam
Your BPI credit card has been used for P100k. Report if unauthorized: bit.ly/secure-ph-617728,Bank Scam,Spam
#BDOStopScam: BDO will NEVER ask you to update or verify your account through a link. Real BDO messages come from BDO sender names and will not contain links.,Ham,Ham
21/03 12:00: P50.00 loaded to 09129094503 from xxxxxxxx5444 for 1 year. Ref:BCL0FTBP46. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
PNB-Notice: System Maintenance. Please re-sync your mobile key to continue using the app: pnb-mobile-sync.info,Bank Scam,Spam
Be smarter than a scammer: BDO will never ask to check your account through links. Use the official BDO app or type the official BDO web address in a browser.,Ham,Ham
Your order #74804 delivery failed. Update address to avoid return: bit.ly/secure-ph-931362,Phishing,Spam
Globe/Smart: Redeem your unclaimed MacBook Pro now. Click to claim: bit.ly/secure-ph-100197,General Spam,Spam
"7-ELEVEN: You won a P1,000 CLiQQ voucher! Gamitin na sa pinakamalapit na branch. Redeem here: cliqq-promo.ph",Phishing,Spam
"Enjoy ang family bondings dahil sa Globe At Home Prepaid WiFi! Get as much as 30 Rewards Points pag nag-load ka ng FamSURF promo at nag-share ka ng data with up to 3 people via the GlobeOne app from July 24 to August 24, 2023. Siguraduhin na gamitin ang shared data para makuha ang rewards points. Mag-load at mag-share na! No advisories? Textt OFF to 2686 for free.",Ham,Ham
Laro na sa JILI-BET! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-690555,Gambling,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-501745,Phishing,Spam
MA'AM/SIR! BPI iAccess needs validation due to suspicious activity: bit.ly/secure-ph-763971,Bank Scam,Spam
"We have detected unusual transaction on your Security Bank. Amounting to PHP 30025, if this was not you. Please review them at: https://SBfraudcare.com",Bank Scam,Spam
Hiring: Zalora Part-time. Earn 2k-5k daily. Msg us: wa.me/639225784860,Phishing,Spam
Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!  website: epcw.eu   maglaro ngayun!,Gambling,Spam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 162.00 to Shopee Philippines Inc. Your OTP is 682610. If you DID NOT make this request, please ignore this message.",Ham,Ham
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",Phishing,Spam
"Make the most out of your summer with the GlobeOne app! Download the app, tap REDEEM REWARDS, and JOIN NOW to earn Globe Rewards points for every promo registration. As a Globe Rewards member, you can redeem perks like 20% OFF FlowerStorePH plus FREE shipping (max discount of P200) for no points required. REF# LS",Ham,Ham
"Spin the Daily Lucky Wheel atGojplaywild.de and win a Samsung Galaxy S23+ 5G worth P42,999! New members grab a 130% bonus up to P1000. Don't miss out!",General Spam,Spam
G-721905 is your Google verification code.,Ham,Ham
BOSS! Swerte mo today. Panalo na sa OKBET. Free 654 credits: bit.ly/secure-ph-136657,Gambling,Spam
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",General Spam,Spam
"Lamang ka sa susunod mong load up, DALI! Subscribe to ALL NET or any promo at least P20 to get EXTRA 3 GB for 3 days FREE! Load na sa https://smrt.ph/GetSmartApp o i-dial ang *123# NOW NA!",Ham,Ham
Apple ID: Someone logged in from Russia. Secure account: bit.ly/secure-ph-904589,Phishing,Spam
You have received P37.00 of GCash from 7 Eleven on 04-17-23 09:15:50 PM. Ref. No. 051715554.,Ham,Ham
naka mute yung mic mo sir,Ham,Ham
WINNER! Chosen ur cell # for Toyota Vios SM Supermalls anniversary promo. Call now: 09556667778,"Gambling, Phishing",Spam
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,Ham,Ham
"Dito na ang pinaka-malambot na slots! JILI, FC, PG. Register: bit.ly/ph-64253",Gambling,Spam
Sino kasabay mo pumasok,Ham,Ham
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-132130,Phishing,Spam
Verify your BPI mobile number to keep using app: bit.ly/ph-16518,Bank Scam,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-462304,Phishing,Spam
"BPI Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: wa.me/63912345678",Bank Scam,Spam
Ur order #5926 is out for delivery. Tracking link: bit.ly/ph-87829,General Spam,Spam
"Uy, G na rin kami! You can now use Maya to scan any GCash QR na may red, blue, and yellow QRPh icon sa gitna. Zero extra fees 'yan ha! #LifeIsGWithMaya ;)",Ham,Ham
Tuloy ang Saya! May 50 MB + Unli Allnet Calls and Texts ka na for 2 days with Allnet 20.,Ham,Ham
"Hi Mr/Ms <NAME>, RDCN 16026 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
"Your One-Time Password (OTP) is 575881, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.870822",Ham,Ham
Verify your MAYA mobile number to keep using app: bit.ly/ph-57193,Bank Scam,Spam
"I’m feeling a bit under the weather today, staying in.",Ham,Ham
Flash Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-521383,Phishing,Spam
"Hi! You still have an outstanding loan of P17 for your loan (LOAN P2LOAD15 + P2 service fee) made last 04/04/24. To pay your loan in full, just buy enough load and wait for the payment confirmation message. Thank you.",Ham,Ham
"Get the best summer deals with your GlobeOne app! Download GlobeOne, tap REDEEM REWARDS then JOIN NOW. Earn Globe Rewards points when you buy your favorite promos like Go+99 via GlobeOne. Use your points to redeem FUN-tastic discounts and vouchers! REF# LS",Ham,Ham
"PNB Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: flash-parcel-tracking.net",Bank Scam,Spam
Sali na sa pinaka-malambot na slots sa WIN-PH. Dito ang daming nananalo: bit.ly/secure-ph-782069,Gambling,Spam
1000% Luck bonus on ‚Ç±1000 balance. Register: win36.tw/wht,General Spam,Spam
"May bagong Smart cell sites sa DAVAO CITY! Lalakas ang signal, lalakas ang saya! Mag load na ng TNT promos at yayain ang tropa bumili ng TNT sim.",Ham,Ham
"Start the New Year strong and stay connected, even when short on load! Borrow P10 load with P2 service fee. Dial *143# and choose 'LOANS' or text LOAN LOAD10 to 3733. Your P12 (P10 and P2 service fee) loan will be collected on your next load top-up. Pay any outstanding loan first to borrow again.",Ham,Ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 220.00 to Shopee Philippines Inc. Your OTP is 150839. If you DID NOT make this request, please ignore this message.",Ham,Ham
MA'AM/SIR! PNB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-288395,Bank Scam,Spam
"HIRING-PH: We need encoders. P1,000 daily kita. No experience. Register d2: encoders-ph.com",General Spam,Spam
BOSS! Swerte mo today. Panalo na sa 777CASINO. Free 906 credits: bit.ly/secure-ph-500720,Gambling,Spam
"New on BDO Online: View Trust Investments, PESONet, same foreign currency transfers, request loan documents, Installment Offers & Checkbook Services! Try it now!",Ham,Ham
"ADVISORY: Join the All-New Rewards program now to start redeeming ALL-NET promos, offers and discounts. Just tap REDEEM REWARDS and click JOIN NOW. Earning Globe Rewards points is exclusive to buy load and promos through the GlobeOne app. We'll keep you updated with the latest offers through texts coming from GLOBEREWARD. Globe will never send texts with links.",Ham,Ham
"Ito na! Sa Dec 22-28, may chance kang manalo ng ONE MILLION PESOS sa TNT Pasko Panalo Raffle! December 22 pa ito ha! Para makakuha ng raffle entries: Load Saya All 99. 1 registration = 1 raffle entry. Tandaang naka-text ""RAFFLE"" to 5858 muna at abangan ang confirmation. Sa pag-text nito, sumasang-ayon ka at tinatanggap mo ang Terms & Conditions at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24TNCDPN",Ham,Ham
Claim your FREEBIE of unli calls and texts to Globe/TM valid for 5 days now! Simply load a total of P90 before 03/19/2024. REF#: FGRN16,Ham,Ham
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,Ham,Ham
[ Betso88 x Epicwin ]: Join us & FREE 50p today    Auto FREE 50p when signup! Get extra 100p with any deposit     Trusted website :     https://EpicWin4.icu,Gambling,Spam
You have paid P48.00 of GCash to 7 Eleven on 03-27-23 11:16:57 PM. Ref. No. 075877270.,Ham,Ham
MAYA: Your account is restricted. Please verify identity now to avoid deactivation: bit.ly/gcash-verify-me,Bank Scam,Spam
"promoph.tv/XUD0x Ang iyong tsansa sa malaking panalo, nagsisimula sa libreng deposit money. Kunin na!",Gambling,Spam
Easy money! Like and follow for YouTube Liker and get 152 daily. Apply now: wa.me/639863987548,Phishing,Spam
"Get a chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",Ham,Ham
Your GCash account has been unlinked from your Apple services account. Please note that frequent unlinking may result in inability to link your account in the future.,Ham,Ham
Subscribe to our fitness tips: Learn a new Spanish word everyday. 2.50/msg. Reply STOP to opt out.,General Spam,Spam
"Welcome ! your have P1222 for S!ot ,   Web: will-j.life  Good Luck!x",General Spam,Spam
Ur EastWest accnt will be deleted. Update info at bit.ly/ph-51745,Bank Scam,Spam
"C0NGRATS! Napili ur # for P50,000 voucher from SM Supermalls. To claim, call Atty. Reyes 09640399528.",Phishing,Spam
"C0NGRATS! Ur number won P500k from Shopee Raffle. To claim prize, pls call Atty. Reyes 09951234567. DTI#0921",Phishing,Spam
"Ka-LBC! Your shipment 142032398832 was received by <NAME> on 03-03-2025. Share your experience, click bit.ly/CSATPh. Thanks",Ham,Ham
Unionbank: Ur account is temporarily disabled. Pls verify identity now d2: bit.ly/secure-ph-468333,Bank Scam,Spam
New member bonus from SUREWIN! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-905789,"Bank Scam, Gambling",Spam
Can we move our call to tomorrow morning instead?,Ham,Ham
#BDOStopScam: Make sure you're on the correct BDO Online website before logging in. Always type the official URL in your browser & DON'T CLICK LINKS!,Ham,Ham
"On JILI bonus day, the maximum reward for new users' recharge is 100%, and the second recharge reward is 40%: https://sourl.cn/ZM2i92",Gambling,Spam
94362 is your Facebook confirmation code,Ham,Ham
Part-time Job hiring! TikTok Shop is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-761414,Phishing,Spam
Withdraw your winnings in 2 mins! Join P0BWC now and get 978 free: bit.ly/secure-ph-835972,General Spam,Spam
WIN-PH: Jackpot is waiting! Register na & get free credits. Laro na: bit.ly/ph-20175,Gambling,Spam
MA'AM/SIR! Security Bank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-795891,Bank Scam,Spam
"Winner! Chosen mobile # for 250,000 PHP 7-Eleven lucky draw. Claim at 09578234803.",Phishing,Spam
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",General Spam,Spam
<#>The OTP code for your GCash Bank Transfer is 060596. REMINDER: Your bank or GCash will never ask for this code. Do not share it with anyone. yyAfcYn/qSW,Ham,Ham
Hiring: Lazada Part-time/Homebase. Earn 500-1500 daily using phone. Msg us: bit.ly/update-ph-2025,Phishing,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-506176,Phishing,Spam
"Enter verification code: 354423, to activate SPayLater, valid for 15 mins. NEVER share this code with others under any circumstances. PW42aWeqbj5",Ham,Ham
#BDOStopScam: Ang pagbigay ng OTP ay maaaring mauwi sa pagkawala ng pera sa iyong account. 'Wag ibigay ang OTP kanino man. Hindi ito hihingin ng BDO kailanman.,Bank Scam,Spam
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",Ham,Ham
"We hope our loan service was helpful! Please remember to pay your outstanding loan amount of Php12 from last week. Just buy regular load to pay. You'll receive a confirmation message once payment is successful. If already paid, please disregard this message. Thank you. REF#: FGLR1",Ham,Ham
It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. wanp.bid,General Spam,Spam
Puno na po bukas,Ham,Ham
